id,prediction
0,0.0
1,0.0
2,0.0
3,43.89631834337642
4,297.23724900948355
5,768.2672037435916
6,1568.359036154952
7,2777.36937122373
8,3019.679074356805
9,3247.3331854402045
10,3077.8960372543784
11,2975.974294354433
12,1683.1068540827896
13,1811.1247744361945
14,1637.915032439469
15,1540.0518977278346
16,1070.2962835064632
17,630.2917449471128
18,269.9917848259151
19,17.343754697733292
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,6.841205603616599
26,7.4974527139125
27,146.3015405820128
28,836.4812647745485
29,1451.555243513414
30,1961.348299729296
31,2724.684766467845
32,3439.379053304216
33,3571.686999841091
34,3517.8221510968683
35,3512.1309938299455
36,3344.1283052892395
37,3100.2271688245573
38,3039.9558174343383
39,2862.3194539211427
40,1998.2395644727626
41,1141.7889635652905
42,448.44243538019117
43,92.25587592813262
44,0.48535929111550047
45,0.26300318523141897
46,0.2630033904637692
47,0.0
48,0.048751265456195014
49,0.0
50,18.07403193174774
51,230.96209392832424
52,754.5563969228403
53,1816.8359740819426
54,2876.771208296762
55,3857.0027762475056
56,4516.698714704466
57,4813.469702968481
58,4828.026935464601
59,4558.299592545957
60,3673.9260919152593
61,3570.6932224976777
62,3306.2099471067527
63,2320.5130135716327
64,1190.2733678751056
65,791.0723678901431
66,353.23706349581636
67,109.25184976131175
68,0.0
69,0.054246322649103895
70,0.0
71,0.0
72,0.1729813389599162
73,0.34501111056771805
74,7.966728294913512
75,111.69172854356808
76,386.73821088202897
77,1206.3592280890505
78,2865.4726452454906
79,3887.792940656154
80,4405.794153371366
81,4072.154602669633
82,3894.16966534861
83,3833.651318463198
84,3497.3650005960903
85,2846.2473397152835
86,3039.8378033872
87,2795.8411408151
88,2074.793646321165
89,994.5353211685297
90,350.7844915200524
91,96.77590718167825
92,2.346514935897906
93,0.0
94,0.005114355197749276
95,0.0
96,0.0
97,0.0
98,40.722416615463516
99,254.71519859986293
100,594.401641403506
101,1576.1886676473212
102,2951.6392084655054
103,3578.025240147029
104,4303.525401142423
105,4717.719605223818
106,4736.124334578094
107,4701.141588699752
108,4530.2544940496655
109,4181.8449666158895
110,3612.5258969243027
111,2723.0184983085296
112,1944.3119975967659
113,1072.7664471659532
114,446.4801789173436
115,331.56654990490154
116,58.85352410748864
117,0.18944833130633754
118,0.13463552089236952
119,0.051516336015087205
120,0.0
121,0.0
122,60.40249116052411
123,374.31277526855
124,741.1649199608627
125,1647.039330383038
126,3068.267306819697
127,3628.5632172280657
128,4042.423125149653
129,3703.369693716014
130,3585.4860039715677
131,3173.394978982149
132,2861.4882864309525
133,3430.035341742253
134,3327.934843316347
135,2612.8041805910834
136,1618.4499626971465
137,975.2502507239241
138,444.06773720044214
139,287.2163228509322
140,34.868331996856625
141,18.342652583284526
142,0.0
143,0.0
144,0.517426028602002
145,0.0
146,71.2628902837632
147,387.0418449670778
148,734.3923676990821
149,1633.6355191158127
150,3003.533499320502
151,3629.1361364778195
152,4507.563009160512
153,4874.180742637899
154,4622.359017562254
155,4375.925857540989
156,3945.456717062286
157,3646.374271223911
158,3353.004008326127
159,2444.748383889201
160,1485.3244223285478
161,1050.137363864113
162,427.31680019615953
163,126.90043496502697
164,13.085398542890125
165,0.0
166,1.113404700209379
167,1.1212579651081707
168,0.0
169,0.0
170,0.0
171,47.46548133576282
172,150.89057807343147
173,138.80643340530085
174,374.81603082031125
175,381.6936764817026
176,613.6521463867188
177,761.4985218949504
178,775.3268022440775
179,1105.7111183738816
180,1428.7616745318437
181,1987.5414110530924
182,1736.339276484048
183,1171.9689654950862
184,1005.4337861326109
185,621.418043552065
186,243.10791950891573
187,178.3918115655741
188,31.19483317327294
189,3.5301835947094
190,0.0
191,1.1241532423760594
192,0.0
193,0.0
194,19.677153075987437
195,177.97406212609872
196,361.5556420681621
197,502.6067249126122
198,1481.6223850826989
199,2171.6640742993245
200,2769.201734122679
201,2668.6552102843807
202,2565.115391054702
203,2262.9205761670282
204,2327.611826111517
205,2516.7944122762974
206,1562.9294838405524
207,1477.5972658896562
208,446.22872813628425
209,310.47044525712533
210,110.9488303592908
211,52.75031243265843
212,0.0
213,1.080744756464374
214,1.975204105299841
215,1.611277680915519
216,0.0
217,0.40579334328525185
218,29.76675727110035
219,119.2844259251877
220,207.49820195866835
221,250.80160123815872
222,615.9458419608013
223,859.0941967354432
224,1508.899405131231
225,1372.3915052056188
226,1164.9134422896627
227,1245.9075666526526
228,1038.559199615526
229,899.378538704224
230,749.8901281910265
231,554.6482033792124
232,481.28465890756246
233,264.79897236436136
234,146.82699720703684
235,1.9646345212221248
236,0.0
237,0.0
238,0.0
239,0.0
240,0.6797515675479398
241,1.7060970757846214
242,30.169152302887863
243,97.92798095727294
244,250.0771115681811
245,514.392612427948
246,1411.9364440082081
247,2262.149744972068
248,2426.4892774656396
249,981.7561926951104
250,1010.5589290599393
251,1082.030407011279
252,1549.8663139775501
253,1486.5490948780546
254,1530.4830323328613
255,1442.8789830855019
256,1226.5628960363542
257,828.8915926355766
258,464.5795827772106
259,267.8651808967958
260,65.67716728866122
261,0.0
262,0.0
263,0.0
264,0.0
265,0.7227535494419532
266,64.36987903177203
267,154.36754670516618
268,453.7990700258219
269,537.2963109582857
270,1204.4062967868595
271,1618.4115469422582
272,1647.5673535756657
273,1749.1659447635993
274,1420.4480111453283
275,1533.6397848221122
276,1579.0430998924523
277,1369.5596534053186
278,1274.232693462886
279,1250.493258933956
280,703.8148341162768
281,434.68618322268134
282,319.69280841937865
283,55.47665285248215
284,7.819818637136303
285,0.9700303611217267
286,0.0
287,0.03573881805047652
288,0.0
289,0.0
290,46.27247358402892
291,130.35104895165003
292,353.01131699385814
293,620.3705347937001
294,1281.4858327876284
295,1587.9570619920144
296,1435.0119808369986
297,1721.732882806001
298,2184.7198362508075
299,2162.970420459708
300,1584.6464202285074
301,1279.3191200921465
302,1120.1721514730618
303,1048.638825006217
304,822.9975068250965
305,629.1281602066025
306,408.9781973752091
307,172.0073990078412
308,12.50636765796932
309,0.0
310,0.0
311,0.0
312,0.0
313,1.9168845257009517
314,53.814286165249925
315,157.54506623919735
316,482.48699666019536
317,924.711882146838
318,1354.2033151231649
319,1668.3871582925356
320,2221.377025538635
321,2348.7781865878933
322,2151.5085487361503
323,2106.1895430406926
324,1608.3360928878867
325,1310.4654359656306
326,1044.2907772411015
327,769.7062582860427
328,620.240695802363
329,410.37952382921395
330,185.0781741111452
331,62.60208078815485
332,15.151974931705086
333,0.7226033137752346
334,0.0
335,0.7171675312712908
336,0.13771687472949612
337,1.3959636845706465
338,20.481440520113797
339,38.568241668271234
340,229.08553041497055
341,535.5047700793958
342,726.7872385377359
343,994.4664185385236
344,959.9926869891833
345,1183.4940036735818
346,1270.1136327908307
347,1214.969515570203
348,931.2115986726155
349,892.2714338091553
350,899.5558259184824
