id,prediction
0,0.049558084
1,0.066054896
2,0.24681951
3,87.81802
4,359.0636
5,996.9241
6,1883.1708
7,2456.9365
8,2634.3816
9,2850.5037
10,2984.831
11,3053.809
12,2692.3381
13,2537.2456
14,2534.3086
15,1806.1771
16,1212.6552
17,623.5106
18,265.26132
19,23.843044
20,0.10869952
21,0.047884632
22,0.047663793
23,0.0703329
24,0.10461579
25,0.13793853
26,1.8905534
27,164.94537
28,622.0452
29,1240.5619
30,1758.2876
31,2253.9553
32,3188.349
33,3584.03
34,3572.4487
35,3603.5618
36,3506.69
37,3537.8098
38,3086.4338
39,2434.4133
40,1631.6697
41,878.0778
42,429.431
43,94.07943
44,0.13605946
45,0.10511777
46,0.09520198
47,0.13270594
48,0.16095105
49,0.3432624
50,21.458939
51,270.863
52,699.0866
53,1656.7694
54,2655.515
55,3883.6016
56,4264.8843
57,4748.635
58,4891.7124
59,4308.5713
60,4153.4
61,3881.4705
62,3300.0146
63,2265.8433
64,1302.8726
65,830.09845
66,447.98776
67,132.81377
68,1.8470165
69,0.1289972
70,0.04139977
71,0.06721591
72,0.13333514
73,0.23878868
74,16.934883
75,166.28896
76,437.2774
77,1260.1929
78,2499.6343
79,3726.8367
80,3995.5388
81,3846.296
82,3479.5488
83,3507.635
84,3101.9446
85,2829.9233
86,3410.099
87,2685.1616
88,2037.16
89,854.62244
90,296.654
91,149.02634
92,4.052314
93,0.0728301
94,0.066612184
95,0.08703917
96,0.20458862
97,0.44418237
98,59.30998
99,244.18
100,642.00006
101,1305.3041
102,2540.7236
103,3800.2837
104,4217.4434
105,4397.331
106,4582.535
107,4564.3926
108,4615.1094
109,4044.7717
110,3563.9795
111,2983.922
112,2086.8132
113,1002.23083
114,508.2042
115,209.11053
116,17.036537
117,0.085682884
118,0.14928558
119,0.15280324
120,0.34476015
121,1.081449
122,75.48108
123,255.06305
124,738.4387
125,1808.4852
126,2608.155
127,3768.6506
128,4131.8784
129,3886.1926
130,3403.7004
131,3145.1978
132,3151.4856
133,3272.965
134,3205.716
135,2505.3003
136,1832.6167
137,953.3648
138,495.31158
139,213.82686
140,20.434761
141,0.04172945
142,0.114581086
143,0.1361839
144,0.26260078
145,1.2903336
146,76.20777
147,254.71445
148,730.6493
149,1805.2625
150,2665.2173
151,3863.4512
152,4148.964
153,4458.9604
154,4277.1543
155,3967.3865
156,3644.1562
157,3112.577
158,3082.663
159,2343.6091
160,1815.2941
161,961.04803
162,490.2964
163,191.25754
164,18.481558
165,0.037224315
166,0.07540035
167,0.1070991
168,0.2432183
169,0.55091184
170,15.507692
171,78.95262
172,159.29213
173,275.61545
174,381.49188
175,517.3956
176,685.0487
177,732.4452
178,823.4672
179,1340.8915
180,1893.3906
181,2180.777
182,1971.1454
183,1939.1178
184,1391.6271
185,699.1355
186,330.8336
187,148.97064
188,24.53725
189,0.032278243
190,0.102010034
191,0.096217506
192,0.20344347
193,1.4813302
194,62.470078
195,203.6088
196,353.1005
197,790.1824
198,1448.3218
199,2109.1338
200,2477.506
201,2302.6138
202,2379.14
203,2768.2761
204,2722.5845
205,2558.146
206,2350.6428
207,1826.7249
208,1053.6267
209,525.1634
210,245.44728
211,70.52099
212,6.841015
213,0.088655375
214,0.12556058
215,0.109537885
216,0.18272923
217,1.3840693
218,23.039877
219,115.60205
220,208.50987
221,301.66003
222,674.0793
223,1076.0525
224,1986.5093
225,2026.3221
226,1701.9277
227,1872.32
228,1286.0698
229,967.07764
230,823.12695
231,826.6638
232,588.9309
233,355.07324
234,231.25424
235,88.37652
236,16.921936
237,0.05659602
238,0.12096406
239,0.14880733
240,0.12480265
241,1.2794577
242,22.366465
243,117.55359
244,291.53192
245,852.1435
246,1374.5433
247,2109.9836
248,2074.6604
249,1498.064
250,1503.4
251,1593.636
252,2023.2634
253,2051.7898
254,2021.7645
255,1918.4888
256,1517.1633
257,919.0908
258,516.1132
259,212.16103
260,51.66042
261,0.24077821
262,0.12881614
263,0.14304477
264,0.15449455
265,2.216801
266,73.23511
267,205.2489
268,360.39203
269,757.8547
270,1283.4159
271,1567.9009
272,1726.51
273,1897.0586
274,1731.1205
275,1645.041
276,1688.9768
277,1485.5825
278,1464.3344
279,1352.9546
280,970.31024
281,505.42303
282,273.1088
283,89.8204
284,15.36886
285,0.16285619
286,0.09745032
287,0.1727746
288,0.1293202
289,3.4525797
290,77.739746
291,203.90347
292,380.73337
293,738.0737
294,1578.8069
295,2034.216
296,2001.1335
297,2368.0398
298,2603.251
299,2496.5774
300,2053.2048
301,1936.4142
302,1874.3188
303,1739.2955
304,1102.8839
305,782.72906
306,369.46167
307,217.53607
308,53.606358
309,1.0325454
310,0.080296524
311,0.19798125
312,0.33955503
313,3.377706
314,51.157833
315,276.8199
316,469.9275
317,908.86163
318,1606.796
319,2016.1104
320,2602.8726
321,3125.199
322,3322.7437
323,2456.4307
324,2186.4612
325,1883.7266
326,1352.1991
327,950.87714
328,716.47546
329,414.12573
330,238.91919
331,127.18041
332,23.210999
333,0.541405
334,0.05155154
335,0.18480083
336,0.095054515
337,0.98745257
338,26.04292
339,89.51186
340,240.23131
341,581.942
342,914.93195
343,1017.1842
344,1158.962
345,1583.006
346,1539.7047
347,1739.5948
348,1600.1974
349,1524.0118
350,1347.6577
351,1367.0354
352,970.1217
353,607.4587
354,266.16666
355,149.95096
356,29.561228
357,0.49212962
358,0.054158855
359,0.12220378
360,0.20509498
361,1.8391614
362,47.155052
363,175.51663
364,320.73898
365,630.1545
366,938.6283
367,1182.5208
368,1678.83
369,1754.8429
370,1698.1764
371,2019.179
372,1938.5695
373,1700.5249
374,1200.3096
375,1145.1554
376,1163.2566
377,710.09906
378,386.09497
379,146.51372
380,20.40496
381,0.49655887
382,0.029215466
383,0.107129924
384,0.11827436
385,2.07721
386,30.383785
387,124.74379
388,257.29352
389,630.047
390,680.0496
391,862.5287
392,954.9818
393,1279.6592
394,1536.4944
395,1603.0085
396,1700.4034
397,1574.2443
398,1555.4623
399,1099.4778
400,907.2636
401,698.4628
402,496.63965
403,240.11227
404,68.26629
405,1.4529274
406,0.06513064
407,0.15135211
408,0.61680067
409,19.8606
410,142.67406
411,365.9028
412,754.7003
413,1770.6012
414,3006.3904
415,3870.9287
416,4474.7476
417,4842.6787
418,4858.911
419,4913.4116
420,4653.37
421,4319.2305
422,3546.5522
423,2987.8345
424,2171.7686
425,1188.6953
426,589.0433
427,334.88596
428,119.831505
429,3.978371
430,0.024147622
431,0.07474919
432,0.2742963
433,18.52313
434,145.59595
435,378.14288
436,737.11615
437,1442.0518
438,2143.535
439,2854.0747
440,3434.6953
441,4109.6978
442,3970.0981
443,3159.51
444,2026.8676
445,1331.5325
446,1162.7806
447,1274.6648
448,1132.1603
449,661.2922
450,335.91287
451,173.73134
452,42.972195
453,4.2176642
454,0.09741597
455,0.018807322
456,0.13821524
457,6.5281262
458,73.61465
459,216.04758
460,414.80237
461,1094.4559
462,2085.881
463,3280.3342
464,3619.8894
465,3622.0405
466,3938.815
467,4636.3545
468,4689.81
469,4176.928
470,3584.2646
471,2966.7126
472,2188.5059
473,1207.251
474,598.6715
475,330.95477
476,129.12227
477,7.4676805
478,0.08493833
479,0.05859877
480,0.2961169
481,19.797068
482,120.96231
483,300.97165
484,763.4434
485,1715.6093
486,2691.528
487,3661.6958
488,4269.365
489,4859.5493
490,4902.499
491,4867.7773
492,4708.013
493,4190.9585
494,3541.3179
495,2960.8726
496,2190.0432
497,1216.4648
498,600.80786
499,339.92337
500,130.92784
501,9.610483
502,0.18126732
503,0.067935124
504,0.32822767
505,16.771135
506,139.75533
507,312.64825
508,759.78546
509,1540.0338
510,2325.729
511,3515.7637
512,4315.755
513,4881.9155
514,4767.0464
515,3929.8901
516,3226.3367
517,3422.3516
518,2742.1975
519,1978.1177
520,1570.7499
521,830.1223
522,462.1696
523,257.83203
524,101.199165
525,3.6597655
526,0.053467575
527,0.018789519
528,0.22425945
529,7.2880154
530,57.348217
531,130.82751
532,324.72797
533,752.53973
534,914.28625
535,1425.5953
536,1196.1932
537,887.0395
538,1224.4551
539,2584.0479
540,3369.7625
541,3396.56
542,3084.4814
543,2659.448
544,1790.8417
545,1153.5018
546,468.76944
547,314.79218
548,132.42334
549,9.630316
550,0.12470881
551,0.063754216
552,0.29371738
553,3.0089986
554,48.391106
555,167.27654
556,208.76187
557,274.29303
558,478.8922
559,771.81476
560,1272.5988
561,1411.1489
562,1452.2825
563,1377.6891
564,1360.763
565,1533.9327
566,2182.05
567,2401.259
568,1548.2504
569,837.92456
570,444.51016
571,202.15567
572,62.400894
573,2.2209227
574,0.052189097
575,0.011461063
576,0.2558411
577,19.739826
578,120.93421
579,257.13913
580,669.93445
581,1522.1434
582,2733.1526
583,3665.079
584,4051.5564
585,4401.828
586,4429.354
587,4392.741
588,3856.9197
589,3075.9827
590,2667.0642
591,2063.4246
592,1386.166
593,1047.0568
594,437.8017
595,299.84833
596,134.658
597,9.688192
598,0.07091869
599,0.046172615
600,0.108072184
601,12.660286
602,95.70882
603,258.4888
604,649.6896
605,1421.0104
606,2345.7024
607,3266.9358
608,3985.3066
609,4304.121
610,4769.918
611,4900.695
612,4748.4224
613,4146.126
614,3051.6165
615,2256.667
616,1542.3411
617,904.0435
618,510.9952
619,323.34375
620,123.90282
621,6.2077417
622,0.040707245
623,0.009389809
624,0.12380586
625,9.281857
626,110.93871
627,311.8082
628,481.59848
629,779.44586
630,932.8199
631,1118.0304
632,1063.9845
633,1307.9113
634,1759.405
635,1306.255
636,1253.7719
637,1247.6636
638,1147.3657
639,1137.7366
640,769.47266
641,428.74402
642,188.7284
643,95.860466
644,27.58967
645,0.9674299
646,0.2187102
647,0.042715482
648,0.12580456
649,3.7273355
650,37.01778
651,104.21048
652,153.13872
653,277.77176
654,464.51892
655,629.55963
656,571.15204
657,566.02014
658,714.18274
659,731.33624
660,871.834
661,951.87573
662,969.763
663,828.09436
664,710.74286
665,476.70135
666,229.43893
667,110.706116
668,29.072384
669,1.2553624
670,0.037909925
671,0.017784445
672,0.24714352
673,13.8450985
674,108.613495
675,290.38385
676,619.27716
677,1154.7373
678,2207.3896
679,3099.8232
680,3519.695
681,3875.2766
682,4210.5527
683,3967.5571
684,3501.4233
685,3488.352
686,3017.7803
687,2156.1287
688,1478.6576
689,841.13293
690,483.58826
691,268.32657
692,103.036285
693,5.893206
694,0.09719357
695,0.04162092
696,0.19087118
697,5.852973
698,77.19114
699,327.4319
700,449.289
701,584.26935
702,796.61523
703,887.8549
704,1633.6333
705,2750.9768
706,3105.8293
707,3134.7593
708,3036.7263
709,2779.7375
710,1705.2958
711,1275.453
712,908.86163
713,599.6314
714,364.77356
715,239.55943
716,76.92202
717,3.07688
718,0.05652852
719,0.02334211
720,0.049558084
721,0.066054896
722,0.24681951
723,87.44861
724,359.7765
725,1001.59143
726,1886.2301
727,2455.664
728,2610.4307
729,2832.794
730,2968.7793
731,3029.4863
732,2692.3381
733,2542.622
734,2545.317
735,1803.2695
736,1219.5167
737,625.91364
738,265.26132
739,23.624111
740,0.10869952
741,0.047884632
742,0.047663793
743,0.0703329
744,0.10461579
745,0.13793853
746,1.8560866
747,164.11508
748,623.0067
749,1241.6407
750,1757.1569
751,2252.3198
752,3197.8147
753,3588.3516
754,3587.3865
755,3563.747
756,3506.69
757,3533.7231
758,3079.8523
759,2432.1494
760,1632.235
761,877.7874
762,430.28284
763,94.07943
764,0.13494776
765,0.10511777
766,0.09520198
767,0.13769262
768,0.15347105
769,0.34903127
770,19.754604
771,271.95615
772,695.36066
773,1650.6781
774,2670.554
775,3881.85
776,4317.4185
777,4753.003
778,4906.614
779,4292.439
780,4177.1543
781,3892.372
782,3296.9062
783,2265.228
784,1300.218
785,831.5211
786,451.98456
787,132.78427
788,1.8368957
789,0.118583865
790,0.040922828
791,0.06721591
792,0.13333514
793,0.24626867
794,16.932487
795,166.28896
796,437.44302
797,1248.481
798,2510.966
799,3740.7493
800,3982.4377
801,3851.6777
802,3447.444
803,3483.003
804,3034.2166
805,2807.2722
806,3379.0652
807,2685.3618
808,2044.9613
809,852.646
810,297.00436
811,148.80583
812,4.0546365
813,0.0728301
814,0.066612184
815,0.08703917
816,0.20458862
817,0.44534007
818,59.30998
819,244.18
820,641.5077
821,1288.3914
822,2550.5396
823,3808.5854
824,4277.168
825,4422.568
826,4574.332
827,4579.377
828,4650.2925
829,4043.7986
830,3539.9878
831,2987.7732
832,2086.6484
833,1000.02637
834,508.62384
835,209.11053
836,17.021564
837,0.085682884
838,0.14928558
839,0.15280324
840,0.34537125
841,1.0790241
842,75.73976
843,256.25986
844,738.8811
845,1808.8883
846,2613.6328
847,3774.2188
848,4135.06
849,3874.4724
850,3374.4453
851,3119.9753
852,3145.6875
853,3245.2212
854,3199.8118
855,2506.7324
856,1826.9363
857,956.59546
