id,prediction
0,0.02090447
1,0.020773739
2,0.1141401
3,97.10493
4,444.67352
5,915.61725
6,1896.8616
7,2348.5708
8,2502.1296
9,2657.079
10,2714.869
11,2626.3633
12,2230.5393
13,2160.8374
14,2349.9941
15,1737.8701
16,1173.5365
17,615.4477
18,251.80331
19,21.240856
20,0.05698129
21,0.009108627
22,0.008728611
23,0.01952414
24,0.021889476
25,0.022342734
26,1.4423989
27,144.09909
28,716.2739
29,1246.9011
30,1680.3094
31,2295.2146
32,3351.3228
33,3660.2778
34,3720.8123
35,3482.4558
36,3328.0417
37,3446.8772
38,3133.7937
39,2444.2212
40,1743.0923
41,1024.442
42,464.86032
43,64.04915
44,0.11533233
45,0.013537266
46,0.013892588
47,0.038590394
48,0.07853272
49,0.048888937
50,21.498419
51,407.7756
52,816.76526
53,1662.2095
54,2809.1606
55,3611.5637
56,4170.904
57,4583.9434
58,4643.941
59,4186.4565
60,3820.1653
61,3799.9185
62,3052.4456
63,2051.7368
64,1274.4438
65,796.6057
66,463.5234
67,133.33044
68,2.2301066
69,0.02944449
70,0.019084752
71,0.04335894
72,0.019927451
73,0.24247164
74,20.72929
75,176.09709
76,488.05908
77,1301.3412
78,2749.8914
79,3651.7913
80,4119.2803
81,3822.3108
82,3508.8186
83,3623.3916
84,3118.5579
85,2975.5437
86,3256.3848
87,2728.4363
88,1987.06
89,945.12384
90,354.5502
91,151.91556
92,5.504152
93,0.032274045
94,0.0075616348
95,0.020108294
96,0.027594429
97,0.5823257
98,63.224632
99,368.62732
100,720.7178
101,1472.7734
102,2786.0925
103,3636.216
104,4094.093
105,4319.8135
106,4557.2886
107,4622.227
108,4524.645
109,4087.993
110,3465.3342
111,2915.2974
112,2011.2401
113,1035.3425
114,493.03696
115,216.91508
116,13.126738
117,0.05561706
118,0.018668307
119,0.046221092
120,0.05202026
121,1.0701749
122,81.67068
123,385.98038
124,825.0097
125,1770.972
126,2824.7285
127,3622.611
128,3821.0767
129,3789.0425
130,3388.6743
131,2888.87
132,2762.5256
133,3417.894
134,2998.4507
135,2679.5798
136,1661.1555
137,949.4543
138,530.7967
139,230.59251
140,18.81587
141,0.072390154
142,0.049023286
143,0.042263307
144,0.054510992
145,1.280579
146,83.77956
147,427.6552
148,788.48505
149,1748.4137
150,2919.85
151,3765.5398
152,4106.137
153,4454.3623
154,4175.288
155,4049.7842
156,3624.8474
157,3147.015
158,3004.7866
159,2410.728
160,1670.8541
161,989.55304
162,529.7534
163,211.84482
164,19.920427
165,0.09424544
166,0.007909308
167,0.02001659
168,0.020560585
169,0.8947924
170,15.092257
171,80.87795
172,149.04512
173,280.20758
174,385.24292
175,604.7178
176,695.4031
177,721.31964
178,759.8382
179,1233.9281
180,1878.4302
181,2137.7568
182,1896.865
183,1767.6434
184,1312.0073
185,700.92194
186,413.24573
187,156.39433
188,25.19378
189,0.21089374
190,0.019377923
191,0.043579336
192,0.022065662
193,1.4156805
194,66.29463
195,222.25456
196,399.02484
197,816.16016
198,1641.3868
199,2398.878
200,2708.364
201,2278.2136
202,2232.013
203,2835.9287
204,2628.4749
205,2463.8262
206,2213.3137
207,2078.1648
208,1118.8042
209,590.13727
210,272.35007
211,81.51504
212,9.6867485
213,0.3326858
214,0.007922552
215,0.02001974
216,0.047307316
217,1.310404
218,19.722351
219,115.548294
220,207.99864
221,305.1924
222,536.623
223,964.0577
224,1887.7511
225,1894.3455
226,1707.2648
227,1859.9619
228,1393.074
229,984.469
230,800.3762
231,747.641
232,505.75763
233,342.00577
234,249.17339
235,112.55251
236,17.672949
237,0.38450122
238,0.011363673
239,0.026033975
240,0.05269995
241,1.2913169
242,21.520359
243,114.48296
244,258.97354
245,705.7465
246,1381.9163
247,2418.6138
248,2211.6682
249,1645.3186
250,1495.6757
251,1848.1091
252,1895.4088
253,1668.6931
254,1856.05
255,2062.6306
256,1547.547
257,971.4317
258,595.3253
259,232.60345
260,55.999763
261,0.64940506
262,0.0128140375
263,0.03601647
264,0.09331989
265,1.403668
266,75.46204
267,223.72606
268,466.7853
269,914.7824
270,1334.3997
271,1790.1504
272,1818.4122
273,2070.1855
274,1993.5192
275,1934.1959
276,1783.4905
277,1518.2748
278,1521.6858
279,1460.3895
280,957.0905
281,567.4496
282,270.56067
283,106.9007
284,15.847514
285,0.54482454
286,0.02635323
287,0.020690184
288,0.1396484
289,3.231528
290,91.4043
291,207.86716
292,396.5536
293,824.77356
294,1372.1932
295,1927.7722
296,1993.6444
297,2154.2913
298,2206.8735
299,2182.296
300,1560.3634
301,1519.2417
302,1606.1896
303,1449.0292
304,1018.4831
305,741.0333
306,406.24084
307,220.79662
308,45.927475
309,0.73208535
310,0.05461569
311,0.021648688
312,0.26445404
313,3.7806268
314,64.199394
315,215.496
316,532.8826
317,986.3975
318,1504.9083
319,2131.756
320,2536.6775
321,3125.2256
322,2475.3286
323,2409.5366
324,2165.315
325,1800.0728
326,1141.0338
327,795.6742
328,634.72943
329,414.1674
330,240.19203
331,121.00391
332,24.613232
333,0.66179013
334,0.051524416
335,0.021403104
336,0.24822764
337,2.410639
338,24.561165
339,65.75945
340,242.13599
341,542.6205
342,777.44025
343,842.7914
344,1043.7703
345,1368.062
346,1453.3733
347,1681.7977
348,1439.7687
349,1271.875
350,1156.0427
351,1143.7661
352,912.69995
353,620.5183
354,293.54666
355,153.34622
356,29.399933
357,0.6199812
358,0.059889693
359,0.053291965
360,0.35086572
361,2.7720509
362,44.09389
363,153.8579
364,343.75473
365,609.7052
366,816.2559
367,1074.4987
368,1517.805
369,2044.7998
370,2057.2288
371,2162.1108
372,2034.6987
373,1843.4113
374,1237.1213
375,1041.1649
376,1049.1212
377,789.05597
378,442.6014
379,156.27069
380,24.481785
381,0.62780344
382,0.05680935
383,0.05553599
384,0.5054897
385,2.7798789
386,35.34488
387,119.74771
388,291.99045
389,590.09424
390,666.5206
391,837.3468
392,850.58936
393,1014.78253
394,1335.0492
395,1300.6677
396,1378.6865
397,1280.026
398,1320.83
399,946.96826
400,816.20746
401,755.9822
402,526.6782
403,273.6897
404,70.90827
405,1.5784878
406,0.16888347
407,0.11284444
408,1.2104595
409,20.517645
410,214.98769
411,572.4126
412,1039.659
413,2119.0142
414,2998.3704
415,4022.8262
416,4676.696
417,4872.8857
418,4918.5063
419,4892.256
420,4740.6323
421,4339.9424
422,3673.059
423,2949.1018
424,2226.128
425,1228.3136
426,591.6224
427,319.58783
428,116.886215
429,3.3228157
430,0.36062688
431,0.102648005
432,0.87902784
433,20.874496
434,162.02202
435,390.38553
436,778.42474
437,1637.3525
438,2186.3655
439,2925.6418
440,3369.3857
441,4054.0276
442,4116.26
443,3454.4995
444,2066.043
445,1544.2971
