id,prediction
0,0.010452235
1,0.0103868695
2,0.05707005
3,80.73984
4,347.826865
5,873.769045
6,1840.1302
7,2272.4447
8,2362.9549500000003
9,2403.1995
10,2652.52925
11,2513.5945
12,1943.78265
13,2162.3716
14,2321.35765
15,1784.748
16,1282.1875
17,642.7534
18,229.10010499999999
19,20.021130499999998
20,2.9922884450000002
21,4.5957993135
22,0.0043643055
23,1.62260072
24,0.010944738
25,0.011171367
26,1.23576765
27,134.806415
28,738.51973
29,1275.9772
30,1612.0974
31,2345.4008
32,3668.3084
33,3716.9584999999997
34,3722.0655500000003
35,3823.7469
36,3470.52925
37,3577.7367999999997
38,3081.3225
39,2492.1144999999997
40,1731.94045
41,1083.6136999999999
42,465.70711
43,51.8284785
44,0.19989822499999998
45,0.289295733
46,0.006946294
47,4.092409197
48,1.72274101
49,3.2940319685
50,17.814249
51,352.900085
52,781.73428
53,1656.0815499999999
54,2311.83035
55,3419.0747
56,4381.38265
57,4925.89555
58,4724.852800000001
59,4251.416
60,3947.2984500000002
61,3928.871
62,3066.3351000000002
63,2064.84155
64,1134.14715
65,750.97225
66,433.25325999999995
67,145.401045
68,1.1150533
69,1.062657395
70,1.541040676
71,0.02167947
72,0.0099637255
73,0.12123582
74,15.4457285
75,165.60546
76,427.765455
77,1300.8306
78,2740.5238
79,3563.4790000000003
80,4025.53315
81,3432.3839
82,3281.6764000000003
83,3581.86985
84,3024.0757
85,2768.45775
86,3001.0604
87,2671.76245
88,1912.74065
89,826.34564
90,382.8103
91,149.75713000000002
92,4.7752138
93,0.2300356375
94,5.1881583174
95,8.061602147
96,0.0137972145
97,0.29116285
98,43.6363935
99,318.57804999999996
100,640.71675
101,1365.7489500000001
102,2828.4554500000004
103,3374.3658
104,4155.6663499999995
105,4270.7576
106,4676.76955
107,4561.4115
108,4499.711
109,4038.5843999999997
110,3525.255
111,2871.8332499999997
112,1927.0453
113,981.65085
114,474.084245
115,216.4492
116,6.563369
117,0.02780853
118,0.0093341535
119,3.203958896
120,4.346965630000001
121,5.30576595
122,63.474323
123,357.29460500000005
124,911.6492499999999
125,1692.2435500000001
126,2792.69675
127,3432.2501
128,3687.38015
129,3658.4942499999997
130,3572.47965
131,3382.7254000000003
132,2839.5248
133,3391.6641499999996
134,3097.1571
135,2476.9424
136,1564.8487
137,857.4021
138,496.563435
139,226.054975
140,12.0906915
141,0.036195077
142,0.024511643
143,1.1161840035
144,2.282926496
145,3.0055253000000004
146,64.38479000000001
147,425.23947999999996
148,861.280075
149,1622.2886
150,2866.17035
151,3731.3312
152,4168.75
153,4535.73665
154,4318.8544999999995
155,4190.462100000001
156,3781.31835
157,3327.7099
158,3136.7667
159,2376.83325
160,1595.0448999999999
161,896.87607
162,507.60973
163,196.233575
164,20.104991
165,0.04712272
166,0.003954654
167,0.010008295
168,0.0102802925
169,0.4473962
170,11.293166
171,70.799338
172,127.8799325
173,230.94129
174,314.23124
175,545.0235
176,564.76747
177,592.53903
178,882.1888
179,1305.9411
180,2030.5421000000001
181,2461.5822500000004
182,1807.23565
183,1660.0086999999999
184,1193.2755
185,657.45287
186,386.650165
187,151.72541
188,26.4811075
189,0.45625537000000005
190,0.0096889615
191,3.0225304179999997
192,2.2698509810000003
193,0.70784025
194,55.404849999999996
195,198.926535
196,371.16951
197,741.3136
198,1628.4565
199,2570.07985
200,2554.9790000000003
201,2005.7002499999999
202,2018.1509
203,2586.89405
204,2397.85475
205,2486.3306000000002
206,1775.76185
207,1977.7694000000001
208,909.547515
209,514.128525
210,237.36319
211,67.80364
212,4.84337425
213,0.1663429
214,0.003961276
215,0.48561761999999997
216,0.023653658
217,2.403383
218,13.46772165
219,99.260362
220,183.42055499999998
221,287.99045
222,565.796335
223,972.9602749999999
224,1854.46285
225,1939.5740999999998
226,1749.6927999999998
227,1775.6233
228,1353.1435000000001
229,1128.9087
230,859.8014000000001
231,810.1394499999999
232,509.14356499999997
233,335.670305
234,244.18786
235,92.26115
236,9.619302699999999
237,0.19225061
238,0.0056818365
239,0.8172066875
240,0.671050025
241,0.8225858
242,25.118656
243,106.44587
244,265.41229
245,619.4720649999999
246,1484.1356500000002
247,2610.7478
248,1975.7831500000002
249,1256.04788
250,1639.9560999999999
251,1855.3957999999998
252,2046.6965999999998
253,1927.55235
254,2146.77635
255,2129.6953000000003
256,1615.4885
257,863.2533249999999
258,571.85625
259,214.09655500000002
260,66.801559
261,0.32470253
262,0.00640701875
263,0.018008235
264,0.046659945
265,0.701834
266,85.86652000000001
267,198.94874499999997
268,437.21540000000005
269,901.33178
270,1334.6227
271,1652.80945
272,1405.27485
273,1773.9646
274,1884.12115
275,1810.98515
276,1519.78185
277,1166.1415
278,1123.5086999999999
279,1171.36205
280,720.08655
281,505.144
282,260.99785
283,89.81048
284,9.8100915
285,7.597763270000001
286,0.013176615
287,0.010345092
288,0.0698242
289,1.615764
290,87.0169425
291,185.06083
292,347.84882000000005
293,780.10385
294,1538.3698
295,1788.86075
296,1950.3037
297,2033.62765
298,2023.60095
299,2094.30435
300,1447.8124
301,1521.12365
302,1687.28285
303,1685.5515500000001
304,1065.16245
305,748.85637
306,416.52725
307,188.86820999999998
308,50.939976
309,2.9995268250000002
310,0.027307845
311,0.010824344
312,0.13222702
313,1.8903134
314,65.9121095
315,185.99527
316,503.6568
317,956.4383
318,1646.5302000000001
319,1907.1579499999998
320,2609.2554
321,3160.1608
322,2167.0807
323,2326.12205
324,2292.944
325,1585.7031499999998
326,1080.56055
327,757.2311500000001
328,665.7651149999999
329,396.75327
330,249.783135
331,102.16184000000001
332,23.509862
333,0.330895065
334,0.025762208
335,0.010701552
336,0.12411382
337,1.2053195
338,19.255873
339,55.8234525
340,220.289695
341,502.62307
342,733.6811749999999
343,868.5879299999999
344,1161.9122499999999
345,1410.04835
346,1366.65855
347,1592.28195
348,1441.8497
349,1170.28835
350,1161.3519000000001
351,1204.01955
352,929.63815
353,575.0707
354,299.58263999999997
355,157.87961
356,35.156991500000004
357,0.3099906
358,1.6151025965
359,0.0266459825
360,0.17543286
361,1.38602545
362,42.983265
363,147.258815
364,318.04499999999996
365,593.19215
366,793.20827
367,1102.02995
368,1446.8102
369,2077.64235
370,1989.7595
371,2405.6731
372,2196.65305
373,1561.0
374,1201.90935
375,984.187765
376,1011.80657
377,815.828285
378,497.36645
379,142.59546
380,26.133234
381,0.31390172
382,0.028404675
383,0.027767995
384,1.60587175
385,2.7329254499999998
386,37.007655
387,107.53394499999999
388,290.9312
389,549.330855
390,622.5587
391,776.9383
392,775.0636
393,871.0966149999999
394,1204.786
395,1130.83458
396,1398.7898
397,905.70235
398,1284.99335
399,918.54878
400,798.362855
401,753.089915
402,486.50305
403,276.352175
404,76.63774000000001
405,0.7892439
406,0.084441735
407,4.04769942
408,3.1435541
409,14.967678000000001
410,198.99376
411,538.461185
412,1033.694
413,2224.33695
414,2900.9013999999997
415,4107.9831
416,4839.4337
417,4964.33565
418,4944.7185
419,4951.9545
420,4742.36515
421,4343.7011999999995
422,3768.74325
423,3022.5642
424,2272.6337000000003
425,1267.64185
426,630.8489500000001
427,308.75393499999996
428,136.4079725
429,1.66140785
430,3.74036494
431,55.885924002500005
432,1.50942967
433,22.435762
434,168.221405
435,345.66415500000005
436,758.42012
437,1545.7899499999999
438,1944.9335
439,2715.2137000000002
440,3437.3377499999997
441,4175.7228
442,4054.32265
443,3301.6245
444,2116.4945
445,1020.44735
446,1196.6631499999999
447,1483.79675
448,1262.64655
449,712.875385
450,320.145125
451,145.199095
452,67.609175
453,1.66890285
454,0.31611353
455,13.028051605
456,1.315880465
457,3.7549075
458,55.738025
459,144.05346
460,473.720185
461,1014.26503
462,2060.33475
463,3393.8153
464,3791.41485
465,3894.9839
466,4145.710499999999
467,4093.4585
468,4159.0115000000005
469,4026.9857
470,3510.5229
471,2747.28075
472,2171.05995
473,1200.9996
474,627.96913
475,327.6297
476,136.080445
477,2.77558
478,0.207612725
479,18.919877954999997
480,0.50898125
481,15.188638300000001
482,112.941905
483,401.605405
484,788.707135
485,1676.8345
486,2601.33395
487,3728.5567
488,4443.059649999999
489,4575.942349999999
490,4657.6168
491,4430.8955
492,4673.20515
493,4308.0681
494,3729.2383
495,3042.9448
496,2182.9577
497,1229.5374000000002
498,595.9274350000001
499,335.35337
500,144.533775
501,4.0020575
502,0.2991324
503,35.810547815
504,0.5342313
505,12.1030163
506,174.55384
507,345.31398
508,719.109685
509,1539.4621499999998
510,2521.8484
511,3699.8923
512,4580.4038
513,4701.2943
514,4737.162700000001
515,4177.1693
516,3354.1667500000003
517,3780.108
518,3135.81325
519,2336.7706
520,1746.6209
521,783.30835
522,494.95221000000004
523,273.53729
524,104.029597
525,2.892344
526,0.174951135
527,0.1106001
528,0.3824639
529,4.128778
530,57.0339015
531,127.2764
532,302.54309
533,577.98923
534,720.964905
535,1601.9506999999999
536,1386.9893000000002
537,1048.55723
538,1375.1685499999999
539,2621.4673000000003
540,3504.62515
541,3461.7159
542,2871.80275
543,2550.4673000000003
544,1901.6480999999999
545,1181.4
546,567.82952
547,333.89315999999997
548,148.786055
549,11.084128
550,28.124261399999998
551,39.863445809999995
552,8.09470327
553,29.6098167
554,65.293295
555,159.02116999999998
556,168.7967175
557,194.888282
558,414.30163500000003
559,757.91032
560,1191.4389
561,1423.30225
562,1216.80755
563,1568.9008
564,1529.4749000000002
565,1915.7561500000002
566,2336.24615
567,2338.56385
568,1412.292
569,794.91373
570,472.33838000000003
571,246.48781
572,79.88998
573,1.7352255
574,0.18257746
575,12.87290308
576,0.48104935
577,11.261115
578,142.58657499999998
579,268.81050500000003
580,654.92125
581,1478.19715
582,2508.14315
583,3552.2241
584,3974.24535
585,4019.5273500000003
586,4288.2312
587,4225.1990000000005
588,4048.3825500000003
589,3188.46265
590,2748.2009
591,2579.5095499999998
592,1552.995
593,1305.45325
594,537.064625
595,186.62905
596,70.820655
597,5.530989
598,10.936454450000001
599,21.82874344
600,0.39269425
601,10.1974565
602,157.37322
603,313.22446
604,722.591635
605,1376.6879
606,2365.54245
607,3070.76355
608,3817.11645
609,3105.9371499999997
610,3199.3082
611,4025.41295
612,4229.0483
613,3887.3585000000003
614,3073.44045
615,2389.53735
616,1666.32835
617,1049.01658
618,546.99068
619,331.66024000000004
620,117.9448225
621,6.8363689999999995
622,0.205725985
623,19.464251739999998
624,9.8139185
625,9.050926
626,143.90241
627,288.015775
628,584.532985
629,738.8435
630,1059.230735
631,1002.148725
632,994.97047
633,1500.65135
634,2118.12145
635,1124.03242
636,1277.66115
637,1196.62095
638,1026.3776
639,1028.952925
640,691.58313
641,439.615635
642,214.990165
643,150.381835
644,32.114748
645,1.2624435
646,0.166247515
647,10.99383107
648,0.32631315
649,2.61264825
650,35.13268
651,96.71856500000001
652,147.424208
653,268.016005
654,415.87834999999995
655,552.96495
656,631.4144699999999
657,592.6830500000001
658,810.54175
659,907.6086
660,1055.7228
661,946.422975
662,901.16745
663,764.1909499999999
664,622.813965
665,463.81745
666,268.556625
667,137.56778
668,40.8651295
669,2.8697124499999997
670,0.16613136
671,19.39673964
672,0.41247595
673,8.10664
674,146.420995
675,390.84383
676,637.7372
677,1028.09713
678,1934.8193999999999
679,2826.14945
680,3384.33465
681,4077.92905
682,4347.90235
683,3820.4933
684,3534.6294
685,3435.10965
686,2834.5701
687,1959.1551
688,1330.9029
689,878.3283349999999
690,462.90793499999995
691,304.656715
692,178.958505
693,3.6328245
694,0.2189019
695,0.061197847
696,0.403437465
697,3.11188935
698,67.412926
699,201.61093
700,369.332635
701,472.717205
702,518.529295
703,826.60772
704,1622.5180500000001
705,2315.58515
706,2706.26245
707,3235.0737
708,3114.6603999999998
709,2722.0712
710,1691.665
711,1291.43075
712,791.230195
713,585.44055
714,433.723785
715,230.78193
716,85.170395
717,2.5160167
718,25.47233475
719,16.2785620715
720,9.15356295
721,10.03139025
722,8.38086195
723,16.267972999999998
724,60.155198999999996
725,139.223455
726,291.341455
727,361.62734
728,382.32289000000003
729,483.64083
730,478.503025
731,414.729295
732,408.864075
733,392.517
734,250.01618
735,194.902605
736,157.609415
737,92.94041200000001
738,49.2245755
739,15.832406500000001
740,4.92956895
741,3.618987
742,1.77111165
743,2.4689970999999997
744,7.6214575
745,11.219795000000001
746,11.633843800000001
747,27.625612500000003
748,82.2710575
749,187.81026500000002
750,279.71055
751,383.05828499999996
752,467.49301
753,564.6466
754,587.6496500000001
755,615.4676999999999
756,582.018005
757,555.80255
758,524.4628299999999
759,352.66749500000003
760,256.69407
761,133.33754499999998
762,58.411899500000004
763,22.0591465
764,11.8909715
765,11.516950000000001
766,4.38745777
767,9.5201295
768,29.1899465
769,26.040680000000002
770,27.2140225
771,52.9481215
772,139.4933
773,248.8025
774,407.96135
775,461.84557
776,504.906915
777,761.881425
778,936.617115
779,895.3441
780,762.944025
781,705.79487
782,609.7055499999999
783,394.756185
784,230.06032499999998
785,149.107795
786,79.031405
787,33.123462
788,16.1279865
789,23.4456075
790,14.000339749999998
791,14.5857735
792,8.261329
793,8.6798605
794,18.274145
795,36.110762
796,98.99289999999999
797,231.693465
798,392.375305
799,549.0861199999999
800,598.72815
801,569.25553
802,603.548425
803,647.1946499999999
804,580.6651899999999
805,533.3682550000001
806,572.40948
807,445.435735
808,317.671385
809,141.031405
810,73.38743
811,28.624582500000002
812,13.112863
813,14.6867275
814,13.5933725
815,12.63334
816,10.724865699999999
817,10.4013965
818,24.478054
819,62.9121425
820,134.30097999999998
821,227.92968000000002
822,391.52425
823,497.2672
824,688.60362
825,649.63559
826,851.60193
827,914.99392
828,923.5847
829,722.2387
830,670.2597000000001
831,454.8105
832,299.8002
833,169.4617
834,91.17502999999999
835,47.8251985
836,33.1462435
837,32.600705000000005
838,30.4198685
839,26.640981500000002
840,26.0981465
841,19.7844055
842,43.108845
843,77.99479
844,165.61318
845,319.12816
846,372.16104
847,551.72325
848,650.921335
849,630.8875700000001
850,635.85254
851,662.88458
852,596.84425
853,651.2126499999999
854,574.241625
855,501.22182499999997
856,316.35321
857,154.451365
858,92.462143
859,50.958422
860,40.4130105
861,34.520545
862,15.00999425
863,18.78328
864,16.106811
865,15.761684500000001
866,35.4346905
867,73.69271
868,171.73189
869,323.78360999999995
870,456.193775
871,577.527875
872,700.9306799999999
873,858.3994250000001
874,792.8079849999999
875,780.38153
876,770.6421849999999
877,752.81403
878,602.42085
879,447.25185
880,292.84206
881,173.81810000000002
882,94.650815
883,43.208268000000004
884,35.311550499999996
885,59.1457465
886,50.956629
887,49.452
888,15.182369000000001
889,13.560956999999998
890,16.6847565
891,36.984111999999996
892,54.0702525
893,78.86380750000001
894,104.38476
895,139.87670500000002
896,218.310495
897,249.913565
898,272.22242
899,365.66605000000004
900,378.7244
901,482.496085
902,425.43883500000004
903,278.18661499999996
904,216.604815
905,145.1431825
906,84.825985
907,34.276343
908,20.4341345
909,17.292771000000002
910,19.6118655
911,15.266058999999998
912,9.0912215
913,4.02267685
914,19.7470295
915,56.7662075
916,82.65033500000001
917,143.584045
918,241.79579999999999
919,321.19651
920,390.30706499999997
921,370.24075500000004
922,403.77635499999997
923,425.586365
924,402.23981000000003
925,449.38095
926,359.604035
927,232.531945
928,160.624605
929,110.1101275
930,74.743008
931,31.6082815
932,16.4652288
933,12.412166
934,13.093986
935,8.28941265
936,19.173054
937,13.548906
938,16.97017
939,36.887649499999995
940,55.919394
941,81.31714
942,125.86231000000001
943,238.53226999999998
944,408.767325
945,415.23040000000003
946,391.89371
947,446.88291000000004
948,338.37681499999997
949,245.30365
950,235.41728
951,156.163925
952,132.494845
953,89.093675
954,75.63277500000001
955,48.7840515
956,31.481727
957,16.9610495
958,18.606050500000002
959,18.575298
960,21.596904000000002
961,15.6672825
962,16.6815445
963,34.6565665
964,66.261657
965,150.08553999999998
966,239.42513499999998
967,366.41429
968,357.02218500000004
969,277.365075
970,285.09821
971,397.43521499999997
972,405.7559
973,318.24813
974,324.171015
975,232.479865
976,218.719185
977,158.30534
978,93.155303
979,46.3829135
980,16.8577385
981,8.1872295
982,4.724955
983,6.77464
984,20.25414
985,15.654636499999999
986,28.6754065
987,64.150095
988,104.543405
989,172.832885
990,231.50508
991,278.1533
992,436.15125
993,455.20095000000003
994,465.46927
995,393.6349
996,345.739535
997,292.09819000000005
998,254.706985
999,147.1773825
1000,137.2199575
1001,95.108293
1002,67.3955005
1003,38.606644
1004,26.233809
1005,23.588793000000003
1006,20.11477575
1007,27.070653
1008,8.365119
1009,13.8108145
1010,16.089306999999998
1011,45.5500205
1012,89.068478
1013,147.60582499999998
1014,251.68586000000002
1015,281.868255
1016,388.910165
1017,336.53610000000003
1018,342.197905
1019,360.7863
1020,374.977975
1021,347.98703
1022,320.75569
1023,227.1762
1024,174.395425
1025,116.48935750000001
1026,79.62708
1027,50.089456999999996
1028,17.944764
1029,9.013027000000001
1030,25.053665499999997
1031,11.0526245
1032,11.141049500000001
1033,11.28097515
1034,15.867512
1035,53.9534
1036,119.08583999999999
1037,186.27311
1038,245.06192
1039,290.92952
1040,467.17494
1041,554.4485500000001
1042,525.121305
1043,502.360925
1044,499.62005
1045,347.66052
1046,314.21403499999997
1047,173.368035
1048,127.76071999999999
1049,84.053165
1050,53.606665
1051,38.2185085
1052,21.8184605
1053,18.7538135
1054,41.4737515
1055,17.7860915
1056,19.921661999999998
1057,19.944513
1058,16.423803
1059,44.8337075
1060,74.30794499999999
1061,124.03880000000001
1062,154.32155999999998
1063,218.55622499999998
1064,305.35852
1065,326.38748999999996
1066,319.72556
1067,355.18280500000003
1068,324.652265
1069,285.03089
1070,284.565835
1071,210.962195
1072,142.432455
1073,107.570435
1074,70.14799
1075,49.879295
1076,31.374725499999997
1077,15.49791775
1078,33.573908
1079,13.6113675
1080,15.897444499999999
1081,17.638748
1082,15.354576999999999
1083,52.8673365
1084,80.781915
1085,101.819795
1086,160.53703000000002
1087,247.94545
1088,371.131035
1089,513.31015
1090,540.07057
1091,570.02368
1092,504.790785
